phase2_group,dataset,split_type,protocol,mode,model,k,max_train_queries,max_test_queries,train_fraction,feature_set,tabpfn_version,seed_count,ndcg@10_mean,ndcg@10_std,recall@10_mean,recall@10_std,mrr_mean,mrr_std,hitrate@10_mean,hitrate@10_std,runtime_seconds_median,n_queries_median
primary,movielens_100k,warm,context_popularity,pointwise,tabpfn_native,20,10,100,0.1,full,v2.5,3,0.5055615834353923,0.0,0.61,0.0,0.4953893644195501,0.0,0.61,0.0,4.696787708002375,100.0
primary,movielens_100k,warm,context_popularity,pointwise,tabpfn_native,20,20,100,0.2,full,v2.5,3,0.473360531674549,0.0,0.64,0.0,0.44386076990604845,0.0,0.64,0.0,5.712051542010158,100.0
primary,movielens_100k,warm,context_popularity,pointwise,tabpfn_native,20,50,100,0.5,full,v2.5,3,0.4970458603643954,0.0,0.69,0.0,0.45872947636299016,0.0,0.69,0.0,9.172741167014465,100.0
primary,movielens_100k,warm,context_popularity,pointwise,tabpfn_native,20,100,100,1.0,full,v2.5,3,0.5125764990713726,0.0,0.69,0.0,0.4800491242503626,0.0,0.69,0.0,17.004537792003248,100.0
primary,movielens_100k,warm,context_popularity,pointwise,xgboost,20,10,100,0.1,full,v2.5,3,0.472046632704523,0.0,0.6999999999999998,0.0,0.420268440451877,0.0,0.6999999999999998,0.0,0.0328507499943953,100.0
primary,movielens_100k,warm,context_popularity,pointwise,xgboost,20,20,100,0.2,full,v2.5,3,0.4628096461984938,0.0,0.64,0.0,0.4303991492253876,0.0,0.64,0.0,0.0372918340144678,100.0
primary,movielens_100k,warm,context_popularity,pointwise,xgboost,20,50,100,0.5,full,v2.5,3,0.4321294336947091,0.0,0.66,0.0,0.3857376789447223,0.0,0.66,0.0,0.0644096249889116,100.0
primary,movielens_100k,warm,context_popularity,pointwise,xgboost,20,100,100,1.0,full,v2.5,3,0.46176692041171713,0.0,0.67,0.0,0.4200566330814008,0.0,0.67,0.0,0.07503937499132,100.0
primary,movielens_100k,warm,global_popularity,pointwise,catboost,20,10,100,0.1,full,v2.5,3,0.7183050467168076,0.0,0.91,0.0,0.6613618772868,0.0,0.91,0.0,0.2229998330003582,100.0
primary,movielens_100k,warm,global_popularity,pointwise,catboost,20,20,100,0.2,full,v2.5,3,0.8160932532365027,0.0,0.89,0.0,0.8014082620595778,0.0,0.89,0.0,0.2345526249846443,100.0
primary,movielens_100k,warm,global_popularity,pointwise,catboost,20,50,100,0.5,full,v2.5,3,0.7719246284291877,0.0,0.89,0.0,0.743123810400126,0.0,0.89,0.0,0.2484878330142237,100.0
primary,movielens_100k,warm,global_popularity,pointwise,catboost,20,100,100,1.0,full,v2.5,3,0.7956387029602121,0.0,0.91,0.0,0.7673384731883184,0.0,0.91,0.0,0.217001082986826,100.0
primary,movielens_100k,warm,global_popularity,pointwise,tabpfn,20,10,100,0.1,full,v2.5,3,0.8362172215700244,0.0,0.92,0.0,0.8155129119246766,0.0,0.92,0.0,5.462642040976789,100.0
primary,movielens_100k,warm,global_popularity,pointwise,tabpfn,20,20,100,0.2,full,v2.5,3,0.8305584383494627,0.0,0.88,0.0,0.8226890968508614,0.0,0.88,0.0,6.435361582989572,100.0
primary,movielens_100k,warm,global_popularity,pointwise,tabpfn,20,50,100,0.5,full,v2.5,3,0.8314719115121753,0.0,0.93,0.0,0.8070370817692799,0.0,0.93,0.0,10.146505084005184,100.0
primary,movielens_100k,warm,global_popularity,pointwise,tabpfn,20,100,100,1.0,full,v2.5,3,0.8304373968151443,0.0,0.92,0.0,0.8089269105077928,0.0,0.92,0.0,21.549582875013584,100.0
primary,movielens_100k,warm,global_popularity,pointwise,tabpfn_native,20,10,100,0.1,full,v2.5,3,0.8308863983933662,0.0,0.89,0.0,0.8201356364224012,0.0,0.89,0.0,4.686537458008388,100.0
primary,movielens_100k,warm,global_popularity,pointwise,tabpfn_native,20,20,100,0.2,full,v2.5,3,0.8240069758144911,0.0,0.9,0.0,0.8066589366515836,0.0,0.9,0.0,5.8152034579834435,100.0
primary,movielens_100k,warm,global_popularity,pointwise,tabpfn_native,20,50,100,0.5,full,v2.5,3,0.8512513176108132,0.0,0.94,0.0,0.8284534252297412,0.0,0.94,0.0,8.755722958012484,100.0
primary,movielens_100k,warm,global_popularity,pointwise,tabpfn_native,20,100,100,1.0,full,v2.5,3,0.8416049896671464,0.0,0.91,0.0,0.8274407799802538,0.0,0.91,0.0,17.055463332973886,100.0
primary,movielens_100k,warm,global_popularity,pointwise,xgboost,20,10,100,0.1,full,v2.5,3,0.5396256291829407,0.0,0.91,0.0,0.4321831444699091,0.0,0.91,0.0,0.0317689160001464,100.0
primary,movielens_100k,warm,global_popularity,pointwise,xgboost,20,20,100,0.2,full,v2.5,3,0.6601398101234033,0.0,0.87,0.0,0.603703947797988,0.0,0.87,0.0,0.034047791006742,100.0
primary,movielens_100k,warm,global_popularity,pointwise,xgboost,20,50,100,0.5,full,v2.5,3,0.72748351388588,0.0,0.89,0.0,0.6846849580158403,0.0,0.89,0.0,0.0435055409907363,100.0
primary,movielens_100k,warm,global_popularity,pointwise,xgboost,20,100,100,1.0,full,v2.5,3,0.7603587290467925,0.0,0.86,0.0,0.7399298597429403,0.0,0.86,0.0,0.0637510410160757,100.0
