ndcg@10,recall@10,mrr,hitrate@10,n_queries,runtime_seconds,dataset,split_type,protocol,model,mode,status,tabpfn_version,k,max_train_queries,max_test_queries,seed,train_fraction,feature_set,phase2_group,source_path
0.545614980469127,0.94,0.4252155801714625,0.94,100.0,29.077921666001203,movielens_100k,item_cold,context_popularity,tabpfn,pointwise,ok,v2.5,20,100,100,0,1.0,no_interaction_history,feature_group_ablation,paper/results_phase2_pointwise_runs/feature_group_ablation/feature_set_no_interaction_history/seed_000/movielens_100k__item_cold__context_popularity__pointwise__tabpfn/movielens_100k/item_cold/results.csv
0.5518693776324601,0.92,0.4386390821081223,0.92,100.0,19.394135207985528,movielens_100k,item_cold,context_popularity,tabpfn_native,pointwise,ok,v2.5,20,100,100,0,1.0,no_interaction_history,feature_group_ablation,paper/results_phase2_pointwise_runs/feature_group_ablation/feature_set_no_interaction_history/seed_000/movielens_100k__item_cold__context_popularity__pointwise__tabpfn_native/movielens_100k/item_cold/results.csv
0.6262827026950771,0.95,0.5233736998295823,0.95,100.0,30.630737625004254,movielens_100k,item_cold,global_popularity,tabpfn,pointwise,ok,v2.5,20,100,100,0,1.0,no_interaction_history,feature_group_ablation,paper/results_phase2_pointwise_runs/feature_group_ablation/feature_set_no_interaction_history/seed_000/movielens_100k__item_cold__global_popularity__pointwise__tabpfn/movielens_100k/item_cold/results.csv
0.6002714097555163,0.95,0.489886655011655,0.95,100.0,20.317173541989177,movielens_100k,item_cold,global_popularity,tabpfn_native,pointwise,ok,v2.5,20,100,100,0,1.0,no_interaction_history,feature_group_ablation,paper/results_phase2_pointwise_runs/feature_group_ablation/feature_set_no_interaction_history/seed_000/movielens_100k__item_cold__global_popularity__pointwise__tabpfn_native/movielens_100k/item_cold/results.csv
0.8697556699786817,0.95,0.8497095394285796,0.95,100.0,15.262402500025928,movielens_100k,item_cold,context_popularity,tabpfn,pointwise,ok,v2.5,20,100,100,0,1.0,no_item_metadata,feature_group_ablation,paper/results_phase2_pointwise_runs/feature_group_ablation/feature_set_no_item_metadata/seed_000/movielens_100k__item_cold__context_popularity__pointwise__tabpfn/movielens_100k/item_cold/results.csv
0.8697556699786817,0.95,0.8497095394285796,0.95,100.0,12.170887709013186,movielens_100k,item_cold,context_popularity,tabpfn_native,pointwise,ok,v2.5,20,100,100,0,1.0,no_item_metadata,feature_group_ablation,paper/results_phase2_pointwise_runs/feature_group_ablation/feature_set_no_item_metadata/seed_000/movielens_100k__item_cold__context_popularity__pointwise__tabpfn_native/movielens_100k/item_cold/results.csv
0.9889278926071436,1.0,0.985,1.0,100.0,13.50753029200132,movielens_100k,item_cold,global_popularity,tabpfn,pointwise,ok,v2.5,20,100,100,0,1.0,no_item_metadata,feature_group_ablation,paper/results_phase2_pointwise_runs/feature_group_ablation/feature_set_no_item_metadata/seed_000/movielens_100k__item_cold__global_popularity__pointwise__tabpfn/movielens_100k/item_cold/results.csv
0.9889278926071436,1.0,0.985,1.0,100.0,12.737241958006052,movielens_100k,item_cold,global_popularity,tabpfn_native,pointwise,ok,v2.5,20,100,100,0,1.0,no_item_metadata,feature_group_ablation,paper/results_phase2_pointwise_runs/feature_group_ablation/feature_set_no_item_metadata/seed_000/movielens_100k__item_cold__global_popularity__pointwise__tabpfn_native/movielens_100k/item_cold/results.csv
0.9087096569156446,0.99,0.8833333333333333,0.99,100.0,35.58207254199078,movielens_100k,item_cold,context_popularity,tabpfn,pointwise,ok,v2.5,20,100,100,0,1.0,no_user_metadata,feature_group_ablation,paper/results_phase2_pointwise_runs/feature_group_ablation/feature_set_no_user_metadata/seed_000/movielens_100k__item_cold__context_popularity__pointwise__tabpfn/movielens_100k/item_cold/results.csv
0.8642182109641368,0.95,0.8429348845598845,0.95,100.0,25.61213425002643,movielens_100k,item_cold,context_popularity,tabpfn_native,pointwise,ok,v2.5,20,100,100,0,1.0,no_user_metadata,feature_group_ablation,paper/results_phase2_pointwise_runs/feature_group_ablation/feature_set_no_user_metadata/seed_000/movielens_100k__item_cold__context_popularity__pointwise__tabpfn_native/movielens_100k/item_cold/results.csv
0.9547811458664504,1.0,0.9391666666666668,1.0,100.0,32.92631816701032,movielens_100k,item_cold,global_popularity,tabpfn,pointwise,ok,v2.5,20,100,100,0,1.0,no_user_metadata,feature_group_ablation,paper/results_phase2_pointwise_runs/feature_group_ablation/feature_set_no_user_metadata/seed_000/movielens_100k__item_cold__global_popularity__pointwise__tabpfn/movielens_100k/item_cold/results.csv
0.9782346581878776,1.0,0.9708333333333334,1.0,100.0,27.347268292010995,movielens_100k,item_cold,global_popularity,tabpfn_native,pointwise,ok,v2.5,20,100,100,0,1.0,no_user_metadata,feature_group_ablation,paper/results_phase2_pointwise_runs/feature_group_ablation/feature_set_no_user_metadata/seed_000/movielens_100k__item_cold__global_popularity__pointwise__tabpfn_native/movielens_100k/item_cold/results.csv
